,game,utt_id,game_start,utt_time,intent,int_type,oids,summary,holding,old_plan,corrected plan,anno_explain,utt
115,458d075d168379d0_98ef,199,20250625-164924,20250625-170138,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,['cup_0'],"['cup_0 is FilledWithLiquid,  is PickedUp,   ; ']",cup_0,"[{'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(cup_0, countertop_0)', 'Pick_up(mug_0)']",,"this would not work, try a mug"
116,458d075d168379d0_98ef,208,20250625-164924,20250625-170847,Command,IN_CONTEXT_AFTER_FINAL_FAILED,"['mug_0', 'cabinet_4', 'cabinet_1', 'cabinet_0', 'cabinet_3', 'cabinet_2', 'cup_0', 'countertop_0']","['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Knife, Mug, Pan, DishSponge, Cup, Toaster, Bread, SoapBottle, ButterKnife, Faucet, Faucet, Knife; ', 'mug_0 is FilledWithLiquid,  is Dirty,   is inside a Cabinet ; ', 'cabinet_0  , has inside Bread; ', 'cabinet_1  ; ', 'cabinet_2  , has inside Tomato; ', 'cabinet_3  , has inside SaltShaker, Tomato; ', 'cabinet_4  ; ']",,"[{'command': 'Find(cabint_5)', 'status': 'SubgoalStatus.FAILED'}]",['Pick_up(mug_1)'],,lets try another mug
117,458d075d168379d0_98ef,212,20250625-164924,20250625-171127,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'cabinet_4', 'cabinet_1', 'cabinet_0', 'mug_1', 'faucet_0', 'sinkbasin_0', 'cabinet_3', 'cabinet_2', 'cup_0', 'countertop_0']","['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Knife, Cup, Pan, DishSponge, Toaster, Bread, SoapBottle, ButterKnife, Faucet, Faucet, Knife; ', 'mug_0 is FilledWithLiquid,  is Dirty,   is inside a Cabinet ; ', 'cabinet_0  , has inside Bread; ', 'cabinet_1  ; ', 'cabinet_2  , has inside Tomato; ', 'cabinet_3  , has inside SaltShaker, Tomato; ', 'cabinet_4  ; ', 'mug_1 is FilledWithLiquid,  is PickedUp,   ; ', 'sinkbasin_0  , has inside Cup; ', 'faucet_0  is on top of a countertop_0 ; ']",mug_1,"[{'command': 'Place(mug_1, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(mug_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pour(mug_1, sinkbasin_0)']",,empty it please
118,458d075d168379d0_98ef,214,20250625-164924,20250625-171147,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'cabinet_4', 'cabinet_1', 'cabinet_0', 'mug_1', 'faucet_0', 'sinkbasin_0', 'cabinet_3', 'cabinet_2', 'cup_0', 'countertop_0']","['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Knife, Cup, Pan, DishSponge, Toaster, Bread, SoapBottle, ButterKnife, Faucet, Faucet, Knife; ', 'mug_0 is FilledWithLiquid,  is Dirty,   is inside a Cabinet ; ', 'cabinet_0  , has inside Bread; ', 'cabinet_1  ; ', 'cabinet_2  , has inside Tomato; ', 'cabinet_3  , has inside SaltShaker, Tomato; ', 'cabinet_4  ; ', 'mug_1 is PickedUp,   ; ', 'sinkbasin_0  , has inside Cup; ', 'faucet_0  is on top of a countertop_0 ; ']",mug_1,"[{'command': 'Pour(mug_1, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(mug_1, coffeemachine_0)', 'Toggle_on(coffeemachine_0)']",,take it to the coffee machine and turn on
119,458d075d168379d0_98ef,216,20250625-164924,20250625-171302,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'cabinet_4', 'cabinet_1', 'coffeemachine_0', 'cabinet_0', 'mug_1', 'faucet_0', 'sinkbasin_0', 'cabinet_3', 'cabinet_2', 'cup_0', 'countertop_0']","['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Knife, Cup, Pan, DishSponge, Toaster, Bread, SoapBottle, ButterKnife, Faucet, Knife, Faucet; ', 'mug_0 is FilledWithLiquid,  is Dirty,   is inside a Cabinet ; ', 'cabinet_0  , has inside Bread; ', 'cabinet_1  ; ', 'cabinet_2  , has inside Tomato; ', 'cabinet_3  , has inside SaltShaker, Tomato; ', 'cabinet_4  ; ', 'mug_1 is FilledWithLiquid,   is on top of a CounterTop and on top of a coffeemachine_0 ; ', 'sinkbasin_0  , has inside Cup; ', 'faucet_0  is on top of a countertop_0 ; ', 'coffeemachine_0 is Toggled,   is on top of a CounterTop , has on top Mug; ']",,"[{'command': 'Place(mug_1, coffeemachine_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(apple_0)'],,get an apple
120,458d075d168379d0_98ef,218,20250625-164924,20250625-171402,Command,IN_CONTEXT_AFTER_FINAL_FAILED,"['mug_0', 'cabinet_4', 'cabinet_1', 'coffeemachine_0', 'cabinet_0', 'mug_1', 'faucet_0', 'sinkbasin_0', 'apple_0', 'cabinet_3', 'cabinet_2', 'cup_0', 'countertop_0']","['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Cup, Knife, Pan, DishSponge, Toaster, Bread, SoapBottle, ButterKnife, Faucet, Faucet, Knife; ', 'mug_0 is FilledWithLiquid,  is Dirty,   is inside a Cabinet ; ', 'cabinet_0  , has inside Bread; ', 'cabinet_1  ; ', 'cabinet_2  , has inside Tomato; ', 'cabinet_3  , has inside SaltShaker, Tomato; ', 'cabinet_4  ; ', 'mug_1 is FilledWithLiquid,   is on top of a CounterTop and on top of a coffeemachine_0 ; ', 'sinkbasin_0  , has inside Cup; ', 'faucet_0  is on top of a countertop_0 ; ', 'coffeemachine_0 is Toggled,   is on top of a CounterTop , has on top Mug; ', 'apple_0  is inside a Fridge ; ']",,"[{'command': 'Pick_up(apple_0)', 'status': 'SubgoalStatus.FAILED'}]","['Go_to(fridge_0)', 'Open(fridge_0)', 'Pick_up(apple_0)']",,its in the fridge
121,458d075d168379d0_98ef,220,20250625-164924,20250625-171439,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'cabinet_4', 'cabinet_1', 'coffeemachine_0', 'cabinet_0', 'mug_1', 'faucet_0', 'sinkbasin_0', 'apple_0', 'cabinet_3', 'fridge_0', 'cabinet_2', 'cup_0', 'countertop_0']","['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Knife, Cup, Pan, DishSponge, Toaster, Bread, SoapBottle, ButterKnife, Faucet, Knife, Faucet; ', 'mug_0 is FilledWithLiquid,  is Dirty,   is inside a Cabinet ; ', 'cabinet_0  , has inside Bread; ', 'cabinet_1  ; ', 'cabinet_2  , has inside Tomato; ', 'cabinet_3  , has inside SaltShaker, Tomato; ', 'cabinet_4  ; ', 'mug_1 is FilledWithLiquid,   is on top of a CounterTop and on top of a coffeemachine_0 ; ', 'sinkbasin_0  , has inside Cup; ', 'faucet_0  is on top of a countertop_0 ; ', 'coffeemachine_0 is Toggled,   is on top of a CounterTop , has on top Mug; ', 'apple_0 is PickedUp,   ; ', 'fridge_0 is Open,   is on top of a Floor , has inside SoapBottle, Tomato, Apple, Lettuce, Bowl, Apple, Knife, SoapBottle, Spoon, Potato, DishSponge; ']",apple_0,"[{'command': 'Go_to(fridge_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Open(fridge_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(apple_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(apple_0, countertop_0)', 'Pick_up(knife_0)', 'Slice(apple_0)']",,lets cut it
122,458d075d168379d0_98ef,222,20250625-164924,20250625-171623,Command,IN_CONTEXT_AFTER_FAILED,"['mug_0', 'cabinet_4', 'cabinet_1', 'coffeemachine_0', 'cabinet_0', 'mug_1', 'faucet_0', 'sinkbasin_0', 'apple_0', 'cabinet_3', 'fridge_0', 'cabinet_2', 'cup_0', 'countertop_0']","['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Knife, Cup, Pan, DishSponge, Toaster, Bread, SoapBottle, ButterKnife, Faucet, Knife, Faucet; ', 'mug_0 is FilledWithLiquid,  is Dirty,   is inside a Cabinet ; ', 'cabinet_0  , has inside Bread; ', 'cabinet_1  ; ', 'cabinet_2  , has inside Tomato; ', 'cabinet_3  , has inside SaltShaker, Tomato; ', 'cabinet_4  ; ', 'mug_1 is FilledWithLiquid,   is on top of a CounterTop and on top of a coffeemachine_0 ; ', 'sinkbasin_0  , has inside Cup; ', 'faucet_0  is on top of a countertop_0 ; ', 'coffeemachine_0 is Toggled,   is on top of a CounterTop , has on top Mug; ', 'apple_0 is PickedUp,   ; ', 'fridge_0 is Open,   is on top of a Floor , has inside SoapBottle, Tomato, Apple, Lettuce, Bowl, Apple, Knife, SoapBottle, Spoon, Potato, DishSponge; ']",apple_0,"[{'command': 'Place(apple_0, countertop_0)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Pick_up(knife_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Slice(apple_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(apple_0, diningtable_0)', 'Pick_up(knife_0)', 'Slice(apple_0)']",replace countertop_0 with diningtable_0 in the plan. Perform all steps starting with the failed one.,maybe use table instead
123,458d075d168379d0_98ef,226,20250625-164924,20250625-171852,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'cabinet_4', 'cabinet_1', 'diningtable_0', 'knife_1', 'coffeemachine_0', 'cabinet_0', 'mug_1', 'faucet_0', 'sinkbasin_0', 'apple_0', 'cabinet_3', 'knife_0', 'fridge_0', 'cabinet_2', 'cup_0', 'countertop_0']","['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Knife, Pan, DishSponge, Cup, Toaster, Bread, SoapBottle, ButterKnife, Faucet, Knife, Faucet; ', 'mug_0 is FilledWithLiquid,  is Dirty,   is inside a Cabinet ; ', 'cabinet_0  , has inside Bread; ', 'cabinet_1  ; ', 'cabinet_2  , has inside Tomato; ', 'cabinet_3  , has inside SaltShaker, Tomato; ', 'cabinet_4  ; ', 'mug_1 is FilledWithLiquid,   is on top of a CounterTop and on top of a coffeemachine_0 ; ', 'sinkbasin_0  , has inside Cup; ', 'faucet_0  is on top of a countertop_0 ; ', 'coffeemachine_0 is Toggled,   is on top of a CounterTop , has on top Mug; ', 'apple_0  is on top of a diningtable_0 ; ', 'fridge_0 is Open,   is on top of a Floor , has inside SoapBottle, Tomato, Apple, Lettuce, Bowl, Apple, SoapBottle, Spoon, Potato, DishSponge; ', 'diningtable_0  is on top of a Floor , has on top Tomato, Mug, Knife, SaltShaker, SoapBottle, Apple, ButterKnife, SoapBottle, ButterKnife, Spatula, ButterKnife, Tomato, Spoon, Tomato, ButterKnife, Egg, Lettuce; ', 'knife_0  is on top of a diningtable_0 ; ', 'knife_1 is PickedUp,   ; ']",knife_1,"[{'command': 'Place(knife_0, diningtable_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Go_to(fridge_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Open(fridge_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(knife_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Slice(apple_0)'],,slice it 
124,458d075d168379d0_98ef,229,20250625-172039,20250625-172039,Command,NO_CONTEXT,[],[],,[],"['Pick_up(mug_0)', 'Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pick_up(mug_0)', 'Place(mug_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)']",,lets make coffee
125,1c977f9a4b56548f_9d4b,236,20250626-161328,20250626-161328,Command,NO_CONTEXT,[],[],,[],['Motion(RotateRight)'],,turn
126,1c977f9a4b56548f_9d4b,238,20250626-161328,20250626-161348,Command,IN_CONTEXT_BEFORE_INITIAL,[],[],,"[{'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]",['Go_to(coffeemachine_0)'],,go to the coffee machine
127,1c977f9a4b56548f_9d4b,240,20250626-161328,20250626-161435,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,['coffeemachine_0'],"['coffeemachine_0 is Toggled,   is on top of a CounterTop ; ']",,"[{'command': 'Go_to(coffeemachine_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(mug_0)', 'Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pick_up(mug_0)', 'Place(mug_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)']",,lets make some coffee
128,1c977f9a4b56548f_9d4b,245,20250626-161328,20250626-162402,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'peppershaker_0', 'coffeemachine_0', 'spraybottle_0', 'sinkbasin_0', 'peppershaker_1', 'countertop_0']","['coffeemachine_0 is Toggled,   is on top of a countertop_0 ; ', 'mug_0 is Dirty,   is on top of a Sink ; ', 'sinkbasin_0  , has inside PepperShaker; ', 'spraybottle_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top SprayBottle, Plate, SaltShaker, Ladle, Bottle, CoffeeMachine, Kettle, Sink, Spatula, Spoon, ButterKnife, Lettuce; ', 'peppershaker_0  is inside a Cabinet ; ', 'peppershaker_1  is on top of a sinkbasin_0 ; ']",,"[{'command': 'Find(peppershaker_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(peppershaker_1)', 'Place(peppershaker_1, countertop_0)']",,get the pepper shaker out of the sink
129,1c977f9a4b56548f_9d4b,247,20250626-161328,20250626-162549,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'peppershaker_0', 'coffeemachine_0', 'spraybottle_0', 'sinkbasin_0', 'peppershaker_1', 'countertop_0']","['coffeemachine_0 is Toggled,   is on top of a countertop_0 ; ', 'mug_0 is Dirty,   is on top of a Sink ; ', 'sinkbasin_0  ; ', 'spraybottle_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top SprayBottle, Plate, SaltShaker, Ladle, Bottle, CoffeeMachine, Kettle, PepperShaker, Sink, Spatula, Spoon, ButterKnife, Lettuce; ', 'peppershaker_0  is inside a Cabinet ; ', 'peppershaker_1  is on top of a countertop_0 ; ']",,"[{'command': 'Pick_up(peppershaker_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(peppershaker_1, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(mug_0)', 'Place(mug_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(mug_0)', 'Place(mug_0, countertop_0)']",,go on with the coffee plan
130,58e15b751d6b9c3a_692f,254,20250626-163542,20250626-163549,Command,NO_CONTEXT,[],[],,[],"['Pick_up(pencil_0)', 'Place(pencil_0, desk_0)', 'Pick_up(pencil_1)', 'Place(pencil_1, desk_0)', 'Pick_up(pencil_2)', 'Place(pencil_2, desk_0)']",,lets put all pencils on the desk
131,4b35d68889ce50b9_991a,257,20250626-165335,20250626-165401,Command,NO_CONTEXT,[],[],,[],"['Pick_up(knife_0)', 'Slice(bread_0)', 'Pick_up(breadsliced_0)', 'Place(breadsliced_0, toaster_0)', 'Toggle_on(toaster_0)']",,lets make a toast
132,4b35d68889ce50b9_991a,260,20250626-165335,20250626-165541,Command,IN_CONTEXT_BEFORE_INITIAL,"['knife_0', 'bread_0', 'breadsliced_0']","['knife_0 is PickedUp,   ; ', 'bread_0  ; ', 'breadsliced_0  is on top of a DiningTable ; ']",knife_0,"[{'command': 'Place(knife_0, diningtable_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(knife_0, diningtable_0)', 'Pick_up(breadsliced_0)', 'Place(breadsliced_0, toaster_0)', 'Toggle_on(toaster_0)']",," Place(knife_0, diningtable_0);Pick_up(breadsliced_0);Place(breadsliced_0, toaster_0);Toggle_on(toaster_0)"
133,4b35d68889ce50b9_991a,262,20250626-165335,20250626-165808,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'diningtable_0', 'bread_0', 'knife_0', 'breadsliced_0']","['knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'breadsliced_0  is on top of a toaster_0 ; ', 'diningtable_0  is on top of a Floor , has on top Bread, Bread, Bread, Bread, Bread, Bread, Pot, Fork, Mug, Tomato, Bowl, Knife, Egg, Plate, ButterKnife, Cup, Potato; ', 'toaster_0 is Toggled,   is on top of a CounterTop , has on top Bread; ']",,"[{'command': 'Place(knife_0, diningtable_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(breadsliced_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(breadsliced_0, toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Toggle_off(toaster_0)', 'Pick_up(breadsliced_0)', 'Place(breadsliced_0, plate_0)']",,turn off and present it on a plate
134,49baad322285fdbb_0f0d,265,20250627-142733,20250627-142739,Command,NO_CONTEXT,[],[],,[],"['Find(remotecontrol_0)', 'Pick_up(remotecontrol_0)', 'Place(remotecontrol_0, sofa_0)', 'Find(remotecontrol_1)', 'Pick_up(remotecontrol_1)', 'Place(remotecontrol_1, sofa_0)']",,lets get all remote controls on a sofa
135,8bae25f8140ae442_17e6,274,20250627-151115,20250627-151502,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['cabinet_0', 'potato_0']","['potato_0  is on top of a cabinet_0 ; ', 'cabinet_0 is Open,   is on top of a Floor , has inside Lettuce, Potato; ']",,"[{'command': 'Pick_up(potato_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Open(cabinet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(potato_0, cabinet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(potato_1)', 'Place(potato_1, cabinet_0)']",,and another potato to the same place
136,4b35d68889ce50b9_991a,279,20250627-160151,20250627-160157,Command,NO_CONTEXT,[],[],,[],"['Pick_up(knife_0)', 'Go_to(bread_0)', 'Slice(bread_0)', 'Pick_up(breadsliced_0)', 'Toggle_off(toaster_0)', 'Place(breadsliced_0, toaster_0)', 'Toggle_on(toaster_0)']",,lets make a toast
137,4b35d68889ce50b9_991a,284,20250627-160151,20250627-160525,Command,IN_CONTEXT_BEFORE_INITIAL,"['knife_0', 'bread_0', 'breadsliced_0']","['knife_0 is PickedUp,   ; ', 'bread_0  ; ', 'breadsliced_0  is on top of a DiningTable ; ']",knife_0,"[{'command': 'Place(knife_0, diningtable_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(breadsliced_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(knife_0, diningtable_0)', 'Pick_up(breadsliced_0)', 'Toggle_off(toaster_0)', 'Place(breadsliced_0, toaster_0)', 'Toggle_on(toaster_0)']",,put the knife down and proceed with the toast
138,4b35d68889ce50b9_991a,286,20250627-160151,20250627-160737,Command,IN_CONTEXT_AFTER_FAILED,"['toaster_0', 'diningtable_0', 'bread_0', 'knife_0', 'breadsliced_0']","['knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'breadsliced_0 is PickedUp,   ; ', 'diningtable_0  is on top of a Floor , has on top Bread, Bread, Bread, Bread, Bread, Bread, Pot, Fork, Mug, Tomato, Bowl, Knife, Egg, Plate, ButterKnife, Cup, Potato; ', 'toaster_0  is on top of a CounterTop ; ']",breadsliced_0,"[{'command': 'Place(knife_0, diningtable_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(breadsliced_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_off(toaster_0)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Place(breadsliced_0, toaster_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(toaster_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(breadsliced_0, toaster_0)', 'Toggle_on(toaster_0)']",skip turning off the toaster; perform all not-attempted steps,"toaster is already off, proceed with the plan"
139,c5216e91776571e9_fb71,293,20250627-161452,20250627-161452,Command,NO_CONTEXT,[],[],,[],"['Pick_up(mug_0)', 'Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(mug_0)', 'Pour(mug_0, houseplant_0)']",,lets water the plant
140,c5216e91776571e9_fb71,295,20250627-161452,20250627-161531,Command,IN_CONTEXT_AFTER_SUCCESS,['mug_0'],"['mug_0 is FilledWithLiquid,  is Dirty,  is PickedUp,   ; ']",mug_0,"[{'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pour(mug_0, houseplant_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pour(mug_0, houseplant_0)']",I don't need to fill the mug with water as it already has water. I will go to the plant ant pour the water into it.,"the mug has water, lets just pour it into the plant"
141,c5216e91776571e9_fb71,297,20250627-161452,20250627-161623,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'houseplant_0']","['mug_0 is Dirty,  is PickedUp,   ; ', 'houseplant_0 is FilledWithLiquid,   is on top of a CounterTop ; ']",mug_0,"[{'command': 'Pour(mug_0, houseplant_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(mug_0, countertop_0)', 'Pick_up(bottle_0)', 'Go_to(sinkbasin_0)', 'Place(bottle_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(bottle_0)', 'Go_to(houseplant_0)', 'Pour(bottle_0, houseplant_0)']",,use a water bottle to water the plant
142,c5216e91776571e9_fb71,299,20250627-161452,20250627-161853,Command,IN_CONTEXT_AFTER_FAILED,"['mug_0', 'houseplant_0', 'countertop_0', 'bottle_0']","['mug_0 is Dirty,   is on top of a countertop_0 ; ', 'houseplant_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top HousePlant, Bowl, Mug, CoffeeMachine, Faucet; ', 'bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ']",,"[{'command': 'Place(mug_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(bottle_0)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Go_to(sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(bottle_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(bottle_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Go_to(houseplant_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pour(bottle_0, houseplant_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Open(cabinet_0)', 'Pick_up(bottle_0)', 'Go_to(sinkbasin_0)', 'Place(bottle_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(bottle_0)', 'Go_to(houseplant_0)', 'Pour(bottle_0, houseplant_0)']",open the cabinet_0 and perfor the old plan from the failed step,its inside a cabinet
143,c5216e91776571e9_fb71,301,20250627-161452,20250627-161946,Command,IN_CONTEXT_AFTER_SUCCESS,"['mug_0', 'bottle_0', 'houseplant_0', 'cabinet_0', 'countertop_0']","['mug_0 is Dirty,   is on top of a countertop_0 ; ', 'houseplant_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top HousePlant, Bowl, Mug, CoffeeMachine, Faucet; ', 'bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ', 'cabinet_0 is Open,   is on top of a Floor , has inside Plate, ButterKnife, CellPhone; ']",,"[{'command': 'Go_to(cabinet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Open(cabinet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(bottle_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Go_to(sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(bottle_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(bottle_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Go_to(houseplant_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pour(bottle_0, houseplant_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Close(cabinet_0)', 'Open(cabinet_1)', 'Pick_up(bottle_0)', 'Go_to(sinkbasin_0)', 'Place(bottle_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(bottle_0)', 'Go_to(houseplant_0)', 'Pour(bottle_0, houseplant_0)']","I just opened cabinet_0 but the user indicates that the bottle I am looking for is in cabinet1. I will close cabinet_0, open cabinet_1 instead and  do all not attempted steps in the old plan",its in another cabinet
